n	r	m
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22023,"start":6327,"end":7295,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7295,"labels":["Entity"],"properties":{"name":"환매금지형집합투자기구의 설정·설립"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22024,"start":6327,"end":7295,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7295,"labels":["Entity"],"properties":{"name":"환매금지형집합투자기구의 설정·설립"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22025,"start":6327,"end":7295,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7295,"labels":["Entity"],"properties":{"name":"환매금지형집합투자기구의 설정·설립"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22026,"start":6327,"end":7295,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7295,"labels":["Entity"],"properties":{"name":"환매금지형집합투자기구의 설정·설립"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22027,"start":6327,"end":7295,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7295,"labels":["Entity"],"properties":{"name":"환매금지형집합투자기구의 설정·설립"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22028,"start":6327,"end":7295,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7295,"labels":["Entity"],"properties":{"name":"환매금지형집합투자기구의 설정·설립"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22029,"start":6327,"end":7295,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7295,"labels":["Entity"],"properties":{"name":"환매금지형집합투자기구의 설정·설립"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22030,"start":6327,"end":7295,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7295,"labels":["Entity"],"properties":{"name":"환매금지형집합투자기구의 설정·설립"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22031,"start":6327,"end":7295,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7295,"labels":["Entity"],"properties":{"name":"환매금지형집합투자기구의 설정·설립"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22032,"start":6327,"end":7296,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7296,"labels":["Entity"],"properties":{"name":"집합투자증권의 추가 발행"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22033,"start":6327,"end":7296,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7296,"labels":["Entity"],"properties":{"name":"집합투자증권의 추가 발행"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22034,"start":6327,"end":7296,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7296,"labels":["Entity"],"properties":{"name":"집합투자증권의 추가 발행"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22035,"start":6327,"end":7296,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7296,"labels":["Entity"],"properties":{"name":"집합투자증권의 추가 발행"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22036,"start":6327,"end":7296,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7296,"labels":["Entity"],"properties":{"name":"집합투자증권의 추가 발행"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22037,"start":6327,"end":7296,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7296,"labels":["Entity"],"properties":{"name":"집합투자증권의 추가 발행"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22038,"start":6327,"end":7296,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7296,"labels":["Entity"],"properties":{"name":"집합투자증권의 추가 발행"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22039,"start":6327,"end":7296,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7296,"labels":["Entity"],"properties":{"name":"집합투자증권의 추가 발행"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22040,"start":6327,"end":7296,"label":"RELATION","properties":{"article":"제230조","confidence":0.95,"type":"허용함"},"type":"relationship"}	{"id":7296,"labels":["Entity"],"properties":{"name":"집합투자증권의 추가 발행"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22573,"start":6327,"end":7415,"label":"RELATION","properties":{"article":"제235조","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":7415,"labels":["Entity"],"properties":{"name":"15일 이내 환매대금 지급"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22574,"start":6327,"end":7415,"label":"RELATION","properties":{"article":"제235조","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":7415,"labels":["Entity"],"properties":{"name":"15일 이내 환매대금 지급"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22575,"start":6327,"end":7415,"label":"RELATION","properties":{"article":"제235조","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":7415,"labels":["Entity"],"properties":{"name":"15일 이내 환매대금 지급"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22576,"start":6327,"end":7415,"label":"RELATION","properties":{"article":"제235조","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":7415,"labels":["Entity"],"properties":{"name":"15일 이내 환매대금 지급"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22577,"start":6327,"end":7415,"label":"RELATION","properties":{"article":"제235조","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":7415,"labels":["Entity"],"properties":{"name":"15일 이내 환매대금 지급"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22578,"start":6327,"end":7416,"label":"RELATION","properties":{"article":"제235조","confidence":0.95,"type":"요구함"},"type":"relationship"}	{"id":7416,"labels":["Entity"],"properties":{"name":"집합투자재산 범위 내 금전으로 환매대금 지급"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22579,"start":6327,"end":7416,"label":"RELATION","properties":{"article":"제235조","confidence":0.95,"type":"요구함"},"type":"relationship"}	{"id":7416,"labels":["Entity"],"properties":{"name":"집합투자재산 범위 내 금전으로 환매대금 지급"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22580,"start":6327,"end":7416,"label":"RELATION","properties":{"article":"제235조","confidence":0.95,"type":"요구함"},"type":"relationship"}	{"id":7416,"labels":["Entity"],"properties":{"name":"집합투자재산 범위 내 금전으로 환매대금 지급"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22581,"start":6327,"end":7416,"label":"RELATION","properties":{"article":"제235조","confidence":0.95,"type":"요구함"},"type":"relationship"}	{"id":7416,"labels":["Entity"],"properties":{"name":"집합투자재산 범위 내 금전으로 환매대금 지급"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22582,"start":6327,"end":7416,"label":"RELATION","properties":{"article":"제235조","confidence":0.95,"type":"요구함"},"type":"relationship"}	{"id":7416,"labels":["Entity"],"properties":{"name":"집합투자재산 범위 내 금전으로 환매대금 지급"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22588,"start":6327,"end":7419,"label":"RELATION","properties":{"article":"제235조","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":7419,"labels":["Entity"],"properties":{"name":"환매된 집합투자증권의 소각"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22589,"start":6327,"end":7419,"label":"RELATION","properties":{"article":"제235조","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":7419,"labels":["Entity"],"properties":{"name":"환매된 집합투자증권의 소각"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22590,"start":6327,"end":7419,"label":"RELATION","properties":{"article":"제235조","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":7419,"labels":["Entity"],"properties":{"name":"환매된 집합투자증권의 소각"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22591,"start":6327,"end":7419,"label":"RELATION","properties":{"article":"제235조","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":7419,"labels":["Entity"],"properties":{"name":"환매된 집합투자증권의 소각"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22592,"start":6327,"end":7419,"label":"RELATION","properties":{"article":"제235조","confidence":1,"type":"요구함"},"type":"relationship"}	{"id":7419,"labels":["Entity"],"properties":{"name":"환매된 집합투자증권의 소각"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22824,"start":6327,"end":7463,"label":"RELATION","properties":{"article":"제248조","confidence":0.85,"type":"요구함"},"type":"relationship"}	{"id":7463,"labels":["Entity"],"properties":{"name":"특정 사유 발생 시의 조치"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22825,"start":6327,"end":7463,"label":"RELATION","properties":{"article":"제248조","confidence":0.85,"type":"요구함"},"type":"relationship"}	{"id":7463,"labels":["Entity"],"properties":{"name":"특정 사유 발생 시의 조치"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22826,"start":6327,"end":7463,"label":"RELATION","properties":{"article":"제248조","confidence":0.85,"type":"요구함"},"type":"relationship"}	{"id":7463,"labels":["Entity"],"properties":{"name":"특정 사유 발생 시의 조치"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22827,"start":6327,"end":7463,"label":"RELATION","properties":{"article":"제248조","confidence":0.85,"type":"요구함"},"type":"relationship"}	{"id":7463,"labels":["Entity"],"properties":{"name":"특정 사유 발생 시의 조치"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22828,"start":6327,"end":7463,"label":"RELATION","properties":{"article":"제248조","confidence":0.85,"type":"요구함"},"type":"relationship"}	{"id":7463,"labels":["Entity"],"properties":{"name":"특정 사유 발생 시의 조치"},"type":"node"}
{"id":6327,"labels":["Entity"],"properties":{"name":"집합투자업자 또는 투자회사등"},"type":"node"}	{"id":22829,"start":6327,"end":7463,"label":"RELATION","properties":{"article":"제248조","confidence":0.85,"type":"요구함"},"type":"relationship"}	{"id":7463,"labels":["Entity"],"properties":{"name":"특정 사유 발생 시의 조치"},"type":"node"}
